code_dep,departement,nom,slug,commune_depart,justification,niveau_souhaite,difficulte,denivele_positif_m,distance_km,duree_estimee,point_depart_precis,parking_info,url_trace,gpx_url,lat_depart,lng_depart
03,Allier,Domaine de Chazoux,domaine-de-chazoux,Gannat,,facile,T1,~105,3,1h06,,,,,46.11106005,3.16417295
63,Puy-de-Dôme,Le Chateau de Ligondes,le-chateau-de-ligondes,Château-sur-Cher,,facile,T1,~260,13,4h07,,,,,46.13238575,2.5576513
63,Puy-de-Dôme,Le Puy de Montoncel,le-puy-de-montoncel,Saint-Victor-Montvianeix,,modere,T2,~455,13,4h46,,,,,45.9313921,3.6704324
03,Allier,Tour du plan d'eau de Saint-Clément,tour-du-plan-deau-de-saint-clement,Le Mayet-de-Montagne,,facile,T1,~175,5,1h50,,,,,46.081742750000004,3.6905269499999998
04,Alpes-de-Haute-Provence,Sentier du Bastidon,sentier-du-bastidon,La Palud-sur-Verdon,,difficile,T3,870,15.7,6h49,,,,,43.77538505,6.31090125
04,Alpes-de-Haute-Provence,Le Sommet du Cousson,le-sommet-du-cousson,Entrages,,difficile,T3,883,12,5h57,,,,,44.05548045,6.250292249999999
04,Alpes-de-Haute-Provence,Le Grès d'Annot,le-gres-dannot,Annot,,modere,T2,416,6,2h53,,,,,43.96462345,6.6770942
04,Alpes-de-Haute-Provence,Belvédère du Pidanoux,belvedere-du-pidanoux,Saint-Julien-du-Verdon,,modere,T2,318,8,3h04,,,,,43.92400645,6.5390613
04,Alpes-de-Haute-Provence,Château plus Haut,chateau-plus-haut,Chaudon-Norante,,modere,T2,487,10,4h07,,,,,43.985844,6.34197435
04,Alpes-de-Haute-Provence,Lac d'Esparron-de-Verdon - sentier du garde-canal,lac-desparron-de-verdon---sentier-du-garde-canal,Esparron-de-Verdon,,facile,T1,198,8.5,2h47,,,,,43.73054755,5.9510783499999995
04,Alpes-de-Haute-Provence,Crête de la Colle,crete-de-la-colle,Piégut,,modere,T2,390,7,3h03,,,,,44.443914899999996,6.1220911000000005
04,Alpes-de-Haute-Provence,Trail Montée de l'Estrop,trail-montee-de-lestrop,Prads-Haute-Bléone,,difficile,T4,1810,12.6,9h11,,,,,44.2639492,6.501804249999999
04,Alpes-de-Haute-Provence,Sommet du Blayeul,sommet-du-blayeul,Verdaches,,difficile,T3,1101,11.5,6h33,,,,,44.256375750000004,6.33019875
04,Alpes-de-Haute-Provence,Baou de Parou,baou-de-parou,Annot,,modere,T2,399,5,2h35,,,,,43.97349185,6.6675981
05,Hautes-Alpes,Boucle du Pigeonnier dans le cirque du Gioberney,boucle-du-pigeonnier-dans-le-cirque-du-gioberney,La Chapelle-en-Valgaudémar,,difficile,T3,821,9.5,5h07,,,,,44.850327449999995,6.2856076000000005
05,Hautes-Alpes,Le Tour de Guizière,le-tour-de-guiziere,Gap,,modere,T2,573,7.1,3h41,,,,,44.60010645,6.0519646
05,Hautes-Alpes,Puy Cervier,puy-cervier,Valserres,,modere,T2,594,13,5h14,,,,,44.502671649999996,6.1387824
05,Hautes-Alpes,Le Saut du Laire,le-saut-du-laire,Orcières,,modere,T2,415,9.1,3h39,,,,,44.67965595,6.3802947
05,Hautes-Alpes,Le refuge du Tourond,le-refuge-du-tourond,Les Borels,,modere,T2,321,6,2h34,,,,,44.7197719,6.2345334999999995
05,Hautes-Alpes,La Sainte-Croix,la-sainte-croix,Fouillouse,,modere,T2,683,14,5h47,,,,,44.4364707,5.99629615
05,Hautes-Alpes,Eldorado ! Le col du Charnier,eldorado--le-col-du-charnier,Le Dévoluy,,difficile,T3,957,16,7h11,,,,,44.7016689,5.84711135
05,Hautes-Alpes,ELdorado ! Les Agniellards,eldorado--les-agniellards,Aspres-sur-Buëch,,facile,T1,283,6,2h27,,,,,44.5844206,5.78450155
05,Hautes-Alpes,La Beaume - La Haute Beaume,la-beaume---la-haute-beaume,La Haute-Beaume,,modere,T2,462,8,3h32,,,,,44.5592202,5.63132865
05,Hautes-Alpes,Bonnet Rouge,bonnet-rouge,L'Épine,,difficile,T3,1194,14,7h29,,,,,44.43193095,5.6073156
05,Hautes-Alpes,Arambre,arambre,Serres,,difficile,T3,906,12,6h01,,,,,44.42062475,5.73682625
05,Hautes-Alpes,La Manche,la-manche,Manteyer,,facile,T1,279,6,2h26,,,,,44.52089035,5.92903685
06,Alpes-Maritimes,Puy de Naouri,puy-de-naouri,Tourrettes-sur-Loup,,modere,T2,650,13,5h25,,,,,43.7314277,7.0647079
06,Alpes-Maritimes,Plateau de Caussols,plateau-de-caussols,Caussols,,modere,T2,420,14,4h54,,,,,43.72699095,6.9150846999999995
06,Alpes-Maritimes,Tour du Cap d'Antibes,tour-du-cap-dantibes,Antibes,,facile,T1,30,4.8,1h18,,,,,43.5497721,7.1364883500000005
06,Alpes-Maritimes,Cime de Baudon,cime-de-baudon,Peille,,modere,T2,620,7,3h49,,,,,43.80757025,7.4155427
06,Alpes-Maritimes,Vallée de la Brague,vallee-de-la-brague,Valbonne,,facile,T1,180,9.8,3h03,,,,,43.63225405,7.052295600000001
06,Alpes-Maritimes,Les Balcons de Carros,les-balcons-de-carros,Carros,,modere,T2,350,4.8,2h22,,,,,43.792063150000004,7.18088315
06,Alpes-Maritimes,Circuit du mont Bastide,circuit-du-mont-bastide,Èze,,modere,T2,600,5.9,3h29,,,,,43.7270764,7.35467555
30,Gard,Les dolmens de l’Ismaël,les-dolmens-de-lismael,Courry,,modere,T2,303,9.2,3h19,,,,,44.305492349999994,4.158295
07,Ardèche,Sentier botanique de Beaumont,sentier-botanique-de-beaumont,Beaumont,,facile,T1,248,6,2h20,,,,,44.5427066,4.18212495
07,Ardèche,La Conchy - Serre de Suzon,la-conchy---serre-de-suzon,Saint-Étienne-de-Boulogne,,modere,T2,366,3.5,2h06,,,,,44.71349565,4.4764076500000005
07,Ardèche,Chauzon - Audon,chauzon---audon,Balazuc,,facile,T1,98,3.1,1h06,,,,,44.49527295,4.35813125
07,Ardèche,Le tour du Lac,le-tour-du-lac,Le Lac-d'Issarlès,,facile,T1,~140,4,1h28,,,,,44.8178618,4.0702640500000005
30,Gard,Viaduc de Doulovy,viaduc-de-doulovy,Gagnières,,facile,T1,287,12.5,4h05,,,,,44.325274300000004,4.125851900000001
07,Ardèche,Gamondès - Le Soupley,gamondes---le-soupley,Genestelle,,modere,T2,410,3.1,2h08,,,,,44.760434700000005,4.3981998
07,Ardèche,Lanas - Servières,lanas---servieres,Lanas,,facile,T1,80,3.2,1h04,,,,,44.520752099999996,4.3893111000000005
07,Ardèche,Faussimagne - L'Abeille,faussimagne---labeille,Labeaume,,facile,T1,117,3.3,1h13,,,,,44.47799505,4.3267671
07,Ardèche,Le Moulin des Prés - Le Patio,le-moulin-des-pres---le-patio,Saint-Julien-du-Serre,,facile,T1,118,4,1h24,,,,,44.6680822,4.404800099999999
08,Ardennes,La Chapelle de Masmes,la-chapelle-de-masmes,Buzancy,,modere,T2,~385,11,4h02,,,,,49.440702099999996,4.97297645
08,Ardennes,Sentier n°24,sentier-n24,Angecourt,,modere,T2,~315,9,3h18,,,,,49.64008705,4.9786185
08,Ardennes,Sentier du Bois Talot,sentier-du-bois-talot,Illy,,facile,T1,~273,7.8,2h52,,,,,49.7431849,4.9676822
08,Ardennes,GR 16 Liaison vers GR 12,gr-16-liaison-vers-gr-12,Sécheval,,difficile,T3,~1210,22,9h32,,,,,49.85545005,4.6423602
09,Ariège,Etangs de Fontargente et de l'Estagnol en boucle,etangs-de-fontargente-et-de-lestagnol-en-boucle,Aston,,modere,T2,500,11,4h25,,,,,42.6385067,1.70954305
09,Ariège,Pont de Pedrosa al Coll de la Pala de Clavera,pont-de-pedrosa-al-coll-de-la-pala-de-clavera,Alt Àneu,,difficile,T3,1100,6.6,5h19,,,,,42.76891115,1.0777507499999999
09,Ariège,L'Étang d'En Beys,letang-den-beys,Orlu,,difficile,T3,850,8,4h50,,,,,42.652608650000005,1.955483
